index,success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,browser_name,browser_version,os_name,os_version,tablet,mobile,screen_resolution,window_resolution,subject,subject_url,subject_ProlificID,designmatrix_ID,age,nationality,gender,handedness,view_history,rt,responses,question_order,value,stimulus,key_press,trial_number,block,block_type,image_id,filename,image_type,manipulation,phase,dot_position,Exp_part,trial_part,RawResponse,dot_resp,dot_acc,unamb_image_duration,verbal_id,semantic_distance,verbal_acc_corrected
677,,,,,,survey-text-autocomplete,714,1162568,0.0-11.0-6.144-4.144,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,,"{""recognition"":""gun""}",,,,,145,4,recognition,pedal,pedal_mooney,target,horizontal_flip,pre,null,Exp,Recognition,,,,,gun,0.7357156563059012,0.0
683,,,,,,survey-text-autocomplete,721,1172514,0.0-11.0-6.145-4.145,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,,"{""recognition"":""porthole""}",,,,,146,4,recognition,steak,steak_mooney,target,upside_down,pre,null,Exp,Recognition,,,,,porthole,0.786932526901688,0.0
689,,,,,,survey-text-autocomplete,728,1178949,0.0-11.0-6.146-4.146,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,,"{""recognition"":""drill""}",,,,,147,4,recognition,peanut_butter,peanut_butter_mooney,target,upside_down,post,null,Exp,Recognition,,,,,drill,0.714301146605242,0.0
695,,,,,,survey-text-autocomplete,735,1187576,0.0-11.0-6.147-4.147,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,,"{""recognition"":""metal detector""}",,,,,148,4,recognition,pedal,pedal,target,horizontal_flip,color,null,Exp,Recognition,,,,,metal_detector,0.7174771974805649,0.0
701,,,,,,survey-text-autocomplete,742,1194874,0.0-11.0-6.148-4.148,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,,"{""recognition"":""hotdog""}",,,,,149,4,recognition,steak,steak,target,upside_down,color,null,Exp,Recognition,,,,,hotdog,0.407646826244515,0.0
707,,,,,,survey-text-autocomplete,749,1201086,0.0-11.0-6.149-4.149,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,,"{""recognition"":""letter box""}",,,,,150,4,recognition,parking_meter,parking_meter,target,regular,color,null,Exp,Recognition,,,,,letter_box,0.6611308649891121,0.0
713,,,,,,html-keyboard-response,755,1221773,0.0-11.0-5.150-1.150,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,1968.5999999940395,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/steak_mooney_dot_off8.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",73,151,5,dot,steak,steak_mooney_dot_off8,target,upside_down,post,off,Exp,dot_recog,i,1,0,,,,
717,,,,,,html-keyboard-response,759,1223815,0.0-11.0-5.151-1.151,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,1007.9000000059605,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/parking_meter_mooney_dot_off6.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,152,5,dot,parking_meter,parking_meter_mooney_dot_off6,target,regular,post,off,Exp,dot_recog,e,0,1,,,,
721,,,,,,html-keyboard-response,763,1228469,0.0-11.0-5.152-1.152,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,3619.5,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/pedal_mooney_dot_on5.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,153,5,dot,pedal,pedal_mooney_dot_on5,target,horizontal_flip,post,on,Exp,dot_recog,e,0,0,,,,
725,,,,,,html-keyboard-response,767,1232135,0.0-11.0-5.153-1.153,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,2613.699999988079,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/steak_mooney_dot_on5.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",73,154,5,dot,steak,steak_mooney_dot_on5,target,upside_down,post,on,Exp,dot_recog,i,1,1,,,,
729,,,,,,html-keyboard-response,771,1234064,0.0-11.0-5.154-1.154,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,873.6000000089407,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/parking_meter_mooney_dot_on5.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",73,155,5,dot,parking_meter,parking_meter_mooney_dot_on5,target,regular,post,on,Exp,dot_recog,i,1,1,,,,
733,,,,,,html-keyboard-response,775,1236153,0.0-11.0-5.155-1.155,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,1058.7000000029802,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/pedal_mooney_dot_off6.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,156,5,dot,pedal,pedal_mooney_dot_off6,target,horizontal_flip,post,off,Exp,dot_recog,e,0,1,,,,
737,,,,,,html-keyboard-response,779,1238361,0.0-11.0-5.156-1.156,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,1186.8999999910593,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/steak_mooney_dot_on7.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",73,157,5,dot,steak,steak_mooney_dot_on7,target,upside_down,post,on,Exp,dot_recog,i,1,1,,,,
741,,,,,,html-keyboard-response,783,1240297,0.0-11.0-5.157-1.157,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,870.3999999910593,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/pedal_mooney_dot_off8.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",73,158,5,dot,pedal,pedal_mooney_dot_off8,target,horizontal_flip,post,off,Exp,dot_recog,i,1,0,,,,
745,,,,,,html-keyboard-response,787,1243889,0.0-11.0-5.158-1.158,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,2546.699999988079,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/parking_meter_mooney_dot_on7.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",73,159,5,dot,parking_meter,parking_meter_mooney_dot_on7,target,regular,post,on,Exp,dot_recog,i,1,1,,,,
749,,,,,,html-keyboard-response,791,1246890,0.0-11.0-5.159-1.159,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,1953.7000000029802,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/pedal_mooney_dot_on7.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",73,160,5,dot,pedal,pedal_mooney_dot_on7,target,horizontal_flip,post,on,Exp,dot_recog,i,1,1,,,,
753,,,,,,html-keyboard-response,795,1249211,0.0-11.0-5.160-1.160,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,1282.7000000029802,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/steak_mooney_dot_off6.jpg"" style=""width: 500px; height: 500px; transform: scaleY(-1) ; ""></img></div></div>",69,161,5,dot,steak,steak_mooney_dot_off6,target,upside_down,post,off,Exp,dot_recog,e,0,1,,,,
757,,,,,,html-keyboard-response,799,1251350,0.0-11.0-5.161-1.161,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,1074.0999999940395,,,,"<div class=""InstrBx""><div class=""img-container""><img src=""stim/parking_meter_mooney_dot_off8.jpg"" style=""width: 500px; height: 500px; transform: ; ""></img></div></div>",69,162,5,dot,parking_meter,parking_meter_mooney_dot_off8,target,regular,post,off,Exp,dot_recog,e,0,1,,,,
764,,,,,,survey-text-autocomplete,807,1264719,0.0-11.0-6.162-4.162,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,,"{""recognition"":""handle""}",,,,,163,5,recognition,pedal,pedal_mooney,target,horizontal_flip,post,null,Exp,Recognition,,,,,handle,0.680983470653391,0.0
770,,,,,,survey-text-autocomplete,814,1271022,0.0-11.0-6.163-4.163,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,,"{""recognition"":""boat""}",,,,,164,5,recognition,steak,steak_mooney,target,upside_down,post,null,Exp,Recognition,,,,,boat,0.7995433536042227,0.0
776,,,,,,survey-text-autocomplete,821,1277334,0.0-11.0-6.164-4.164,Chrome,133.0,Windows,10,undefined,undefined,1366 x 768,1366 x 633,ddwvwowk82o43e0,https://exponline.ugr.es/publix/939/1007/start?srid=18832,68213b7920cd65cc4670db04,58,28,United States,Male,Right-handed,,,"{""recognition"":""drill""}",,,,,165,5,recognition,parking_meter,parking_meter_mooney,target,regular,post,null,Exp,Recognition,,,,,drill,0.7775919241427538,0.0
